"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"areg";"chrm3";"slc1a6";"upk2";"tph1";"kcnma1";"bcl11b";"slc40a1";"notch1";"icos";"dio1";"lhx3";"asap3";"emx2";"cnn1";"pvalb";"sox9";"lrig1";"atoh1";"slitrk2";"foxf2";"dhrs3";"prox1";"cd80";"kit";"ccdc17";"tdgf1";"akr1cl";"igfbp2";"tas2r20";"mapk8ip2";"gata2";"ctla4";"slc4a5";"acr";"phlda2";"smo";"cd8a";"parm1";"muc1";"clps";"gzmb";"cnga1";"jak2";"gjd2";"atp6v1g3";"cdh1";"epor";"serpinb5";"rnase1";"ccdc85c";"rax";"cth";"chka";"tmem100";"s100a9";"pxk";"mmp14";"dcpp2";"hla-dqb3";"hand1";"klhdc4";"des";"scgn";"serpinb6a";"nrgn";"icam1";"nucb2";"col4a4";"muc4";"fut9";"dclk1";"cdc42ep4";"cst7";"dct";"aqp4";"pdx1";"npnt";"itga7";"ctgf";"pygo2";"avil";"npy1r";"sftpd";"slc38a5";"gfra3";"krt14";"agr2";"f13a1";"ndrg1";"slc16a7";"trem1";"rab3b";"erbb4";"zg16";"runx3";"clcnka";"ins1";"synpr";"guca2b";"tpbg";"tmem14a";"gata4";"plau";"me2";"neurod4";"clec4c";"enkur";"pde1b";"aqp4";"havcr2";"cytip";"phex";"cd248";"aim2";"bcl7a";"gcnt2";"dpp10";"mafb";"fcgr3b";"gpr34";"ceacam8";"itgam";"cacna2d2";"hba1";"fhl2";"slc5a2";"alpp";"pias1";"abcg2";"bcas1";"actn2";"slamf7";"lama3";"grasp";"nppc";"cd79a";"sema6d";"ffar2";"itga2";"cd1b";"tstd1";"muc1";"cd86";"plin3";"gjb2";"cxcr4";"gcna";"ms4a4c";"apln";"nefh";"lhx1"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"upk3b";"crh";"slc9a4";"il5";"vcam1";"hes1";"pdcd1";"slc26a7";"nkx6-1";"slc12a6";"cdh4";"thbs1";"tnfaip8l3";"rpl23a";"tert";"sox2";"fign";"foxl2";"sox10";"map2k4";"cxcr1";"abcg2";"ccdc39";"cxcl12";"htra1";"dcn";"nr3c1";"ntn1";"zfx";"ccr4";"slc31a1";"sycp1";"prl3b1";"stab1";"il2ra";"st14";"cyp4b1";"gsta1";"tnfrsf8";"pde6c";"sstr1";"cacna1d";"atp6v0d2";"lta4h";"igbp1";"tp63";"cilp";"atxn1";"prdx6";"cbs";"adamts1";"vcan";"siglec8";"sertm1";"ndufa4l2";"msln";"hla-dra";"elf5";"bcl2a1d";"cdh15";"kcnk16";"cxcl16";"gria3";"vcam1";"pitx2";"cyp4b1";"muc5b";"tbr1";"tas1r3";"btbd17";"klrd1";"filip1l";"aqp1";"serpina3";"scnn1b";"tcf21";"sema7a";"serpinb5";"pirt";"faxdc2";"slc34a2";"tm4sf4";"vwa5b2";"krt16";"ltf";"cd9";"cthrc1";"lhx1";"slc11a1";"itpr3";"trim32";"cel";"sox6";"trpm7";"ins2";"abca8a";"lyz1";"gabra1";"bnip3";"acsbg1";"gata3";"msln";"neurog1";"cxcr3";"fam216b";"pde1a";"htra1";"il18r1";"kpna4";"hif1a";"dlk1";"alox5";"bend5";"vezt";"shd";"gamt";"padi4";"tff3";"c5ar1";"itgax";"cib2";"hba2";"fbln5";"lrp2";"zic1";"cycs";"baalc";"enpp6";"actn3";"siglec7";"foxc2";"enpp4";"des";"cd79b";"dkk3";"pikfyve";"itgb3";"trem2";"ttc21a";"icam1";"cd163";"slc10a2";"fgfr4";"ccr3";"prm1";"itgal";"vwf";"nefm";"lhx5"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"gjb1";"slc9a7";"il13";"siglec1";"msi1";"cd200";"cdh16";"ngfr";"aqp4";"spry1";"car6";"sema3c";"ctnnb1";"msi1";"ttf1";"lrrtm1";"foxq1";"gfap";"smad5";"adgre1";"mesp1";"fam177a";"sox11";"gapdh";"lum";"syp";"prkcg";"terf1";"lag3";"car12";"sycp2";"prss8";"wisp2";"cd69";"enpp5";"aldh1a1";"pgc";"prf1";"slc6a6";"slc6a1";"pik3c2a";"oxgr1";"rdh12";"tfr2";"ngfr";"rasd1";"gpr88";"cd59a";"gja1";"slc16a2";"cdo1";"siglec10";"slitrk6";"pdgfra";"agr2";"hla-drb1";"sirt1";"gda";"capn1";"iapp";"ctsd";"spink8";"kit";"pou1f1";"rtkn2";"tmem207";"prox1";"sox9";"aqp4";"ctsw";"gpnmb";"pigr";"cfb";"kcne1";"isl1";"agtr1";"runx2";"tac1";"slc7a9";"cxcl15";"cryba2";"neurod1";"krt17";"saa2";"epor";"nf2";"abca13";"tlr4";"nrp2";"igfbpl1";"cela2a";"bmp2";"cdh6";"fxyd2";"crot";"reg3b";"pcbp3";"tymp";"inha";"lef1";"thbd";"neurog2";"tradd";"krt15";"car8";"s100a8";"ltbr";"cd247";"c5ar1";"tek";"bach2";"blk";"ret";"smim18";"meig1";"ghsr";"cbr2";"cxcr1";"il4r";"lhx1os";"hbg1";"lox";"pdzk1";"prdm5";"diablo";"spn";"tmem63a";"ankrd1";"ncr1";"wt1";"arhgef15";"hand2";"cd80";"ifit3";"cyp11b2";"selp";"fabp4";"kcna5";"krt14";"ccr5";"slc40a1";"prox1";"ccr5";"tnp2";"ear2";"nos3";"dlg4";"lhx3"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sox9";"p2rx7";"slc16a11";"reg2";"atp4b";"axin2";"myh11";"mybpc1";"yap1";"smoc2";"pou4f3";"sema3b";"lef1";"s100b";"krt18";"gr1";"bmp4";"odf3b";"lef1";"tnni3";"pdgfra";"sv2b";"scn2a";"tex19";"izumo1r";"cldn2";"sycp3";"rhox5";"wt1";"slamf1";"gclc";"bpifa1";"sprr2a1";"il2rb";"adra1b";"ptgds";"ncs1";"rhcg";"cebpa";"gypa";"cdh3";"aldh1a3";"pde10a";"crym";"kcnk3";"pmpcb";"epn2";"pglyrp1";"sema3e";"inhba";"gp2";"hla-drb5";"pthlh";"clec7a";"myf6";"fxyd2";"ccl20";"pcp4";"pdgfra";"prl";"clic5";"tff3";"ntrk3";"tubb5";"slc4a4";"spon2";"loxl2";"ggt1";"gdf15";"cdh16";"mesp1";"pnpla3";"wap";"prph";"gramd2";"sftpb";"nkx6-1";"scgn";"lama5";"krt23";"cxcr4";"sept9";"hoxb5os";"mmp13";"thra";"eomes";"amy2a3";"ctnnb1";"lcn2";"npy";"crym";"muc2";"frmd3";"dpp7";"hsd3b1";"mrc1";"wt1";"nhlh1";"arhgap9";"catip";"omp";"cldn10";"tnf";"epsti1";"cxcl12";"notch3";"bank1";"braf";"ahdc1";"galnt14";"kitl";"itgax";"zeb2os";"cxcr2";"itgb7";"ndnf";"hbg2";"nf2";"miox";"ano6";"htra2";"cdcp1";"gpr62";"ankrd2";"klra1";"cd80";"tmem184b";"hand1";"cd86";"cerk";"tlr2";"cd69";"s100a9";"acsm4";"krt5";"tlr2";"slc5a1";"crp";"ltc4s";"fabp9";"fgr";"thbd";"slc12a5";"lhx6"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"foxe1";"sim1";"bmi1";"riiad1";"krt17";"parm1";"rgs16";"tnfrsf19";"gfi1";"ngfr";"ppard";"nos2";"krt8";"ly6g";"adgrl2";"cyp2s1";"crmp1";"hsd17b1";"il33";"ca4";"tenm1";"tert";"cngb1";"slc13a4";"txndc8";"rhox6";"scara5";"cd99";"syt7";"scgb3a1";"tff2";"zbtb16";"drd4";"sox2";"pld1";"tmem213";"adipor1";"lmnb1";"myh11";"ints6";"sst";"vcan";"asic1";"sdc1";"lhfpl3";"ltc4s";"apobec2";"tgfb1";"pigr";"hla-drb6";"ackr2";"bcl2a1b";"myf5";"nptx2";"ctsh";"synpr";"pdgfrb";"rab27a";"cyp2b10";"agr2";"rnd2";"camk2b";"hopx";"ifitm1";"zc3h7a";"jag1";"akr1c3";"adgrg1";"met";"wt1";"cited1";"scn9a";"c2orf54";"sftpa1";"kcnk16";"pcsk1";"lcn2";"serpinb4";"gp5";"agr2";"emx1";"cd14";"ager";"pbx1";"cpb1";"fgf18";"dkk1";"ins";"car14";"clca1";"adamts5";"optn";"dhcr7";"pml";"lrrn4";"ppp1r17";"lamp5";"dnah12";"pde9a";"itih3";"lta";"apbb1ip";"col1a1";"gli1";"blk";"cd180";"map6";"chrnb3";"hes5";"sele";"sall1";"jaml";"il4";"lingo1";"ceacam1";"angpt1";"slc34a1";"cdk8";"ms4a1";"myadm";"bace1";"capza3";"slamf6";"des";"foxc2";"gata4";"tnfrsf9";"ccl6";"tlr4";"cd84";"arg1";"cldn9";"itgal";"tlr4";"ttc7a";"grp";"gpr34";"odf2";"hck";"plvap";"gabra1";"grm1"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"dlx1";"mfng";"slc12a2";"krt8";"pnliprp1";"zfp551";"foxd3";"hnf1b";"s100a9";"tbx3";"lrrc23";"dpysl5";"hjurp";"ptgds";"pkd2l1";"zim3";"znf296";"tnfrsf18";"slc29a4";"tex101";"rhox9";"hoxc8";"tagap";"itgav";"muc4";"lgals2";"tbx21";"chrna3";"cdh1";"pld2";"egf";"s100a7";"lrp8";"fst";"ephx1";"cxcl14";"frzb";"asic3";"bcat1";"neu4";"ear1";"abcc9";"col6a1";"tff2";"hla-drb9";"igf2";"itgax";"myod1";"gpc5-as1";"ccl6";"nr4a2";"madcam1";"rcn3";"akap5";"cdx2";"fezf2";"gnat3";"gpr37l1";"gzma";"slk";"gpbar1";"mmp7";"tspan8";"calcr";"fgf10";"irf6";"rufy2";"ghrlos";"sftpc";"pcsk1";"isl1";"plec";"serpinb3";"cxcr1";"ngfr";"trpm6";"vdr";"rgs18";"cux2";"cela1";"gli3";"dach1";"rims1";"col9a1";"guca2a";"rd3l";"plau";"calb2";"ogt";"il17re";"tmtc4";"gpr183";"fam166b";"cbln1";"nkain4";"gata3";"cd27";"plcd4";"icam1";"ccr6";"cd1c";"rgmb";"them4";"ccl9";"tlr4";"csf3r";"tlr2";"mcpt8";"lnpk";"cd36";"crabp1";"ttc36";"slc46a2";"cd9";"kitlg";"creb5";"clock";"kit";"ptpro";"dhh";"gata6";"sdc1";"pmch";"adrb1";"cd109";"hla-dra";"dusp8";"cd2";"adgre1";"npc1l1";"slc2a2";"mgst2";"crisp2";"adgre4";"ackr1";"aqp1";"npy"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"axin2";"krt18";"gfra2";"zic3";"aldh1a3";"hhex";"s100a4";"tbx4";"scgb1a1";"bcl11a";"fshr";"nnat";"mcoln3";"ddc";"nap1l1";"maf";"prlr";"cd46";"sct";"tcf7l1";"ms4a4b";"tmem50b";"ahr";"psca";"gata3";"chrnb4";"cxcl8";"doc2b";"fxyd2";"angptl4";"grsf1";"actg2";"osr2";"npy";"penk";"cald1";"rora";"ascl1";"ear2";"neurod1";"mmp11";"aqp5";"cd207";"siglec6";"tnfaip2";"pax3";"ucp2";"marcksl1";"ager";"b4galnt1";"sez6l2";"gprc5a";"krt7";"sox5";"il25";"acsbg1";"cd247";"serpinb1a";"ggt7";"defb1";"cdo1";"asb5";"gfap";"sult1e1";"fam189b";"bhmt";"sdc1";"prrg2";"fabp5";"pi3";"wfdc2";"cxcr2";"cldn19";"cwh43";"chit1";"pth1r";"isl1";"amy2a5";"pbx3";"slc12a3";"mafa";"six3os1";"reg3g";"gabrg2";"capn1";"cyp17a1";"noct";"lox";"eomes";"map3k2";"iqcg";"mrps35";"acsl6";"csf2";"rhoh";"foxo1";"adm";"cd180";"cd22";"fbxo7";"scaper";"nf2";"ar";"tcirg1";"mylk";"prss34";"rnf138";"gypa";"myh11";"ass1";"tex19";"cd19";"tgfb2";"fgfr2";"des";"cd27";"lmx1b";"dennd5b";"myl2";"tnfsf4";"cd4";"adrb2";"ccr3";"hla-dqa1";"ttll3";"klk3";"gpr34";"fabp1";"tfr2";"ache";"tcp11";"tnfrsf1b";"slco1c1";"ifit3";"oprm1"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"alcam";"slc18a2";"met";"s100a8";"wnt5a";"appl2";"ina";"foxl2";"nov";"trpm8";"slc18a2";"sox2";"il10";"cldn1";"inhbb";"serpinb9e";"hoxc9";"ucp2";"ctnnb1";"mmp28";"sprr2a3";"ncam1";"neurod1";"kcnj10";"unc13a";"avpr1a";"cyp24a1";"use1";"mdfi";"c7";"nrgn";"cacna2d2";"col4a1";"aif1l";"lad1";"epx";"pax6";"fn1";"cbr2";"ehf";"cdx2";"cd36";"pax7";"lepr";"rac2";"grin2d";"tlr1";"six6";"sec14l3";"krt20";"robo1";"plcb2";"aldh1l1";"clic3";"dkk3";"krt19";"serping1";"tmem45b";"srxn1";"ngfr";"krt14";"clgn";"oprk1";"adgrf5";"irx2";"tac1";"sprr1a";"lcn2";"slamf1";"prx";"trpm7";"osm";"ltb4r";"phf1";"rnase1";"pthlh";"slc11a2";"efna5";"dapl1";"itln1";"cntn4";"bace2";"cyp11a1";"ncoa2";"oasl2";"plekhh2";"tnfsf13b";"spef2";"pvalb";"acsbg1";"il4";"gimap1";"socs3";"ang2";"cd19";"cd37";"ppp2r5b";"galntl6";"inha";"cxcr4";"susd3";"s100a9";"ms4a2";"tmem170b";"thbs1";"fabp4";"pck1";"zscan10";"cd24";"ptpre";"slc25a38";"dmd";"klrc1";"myoc";"kazald1";"nkx2-5";"tnfrsf13b";"ltb";"adrb3";"cd226";"hla-dmb";"abhd3";"itga5";"ccl9";"anpep";"kif13b";"cpa3";"ggnbp1";"prkcd";"tmem100";"slc11a1";"grin2d"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ankrd1";"tubb4b";"mfap2";"cyp19a1";"slc47a1";"tas2r4";"slc18a3";"alpl";"il1r1";"slc2a12";"prm1";"serpinb9g";"hoxc6";"tshr";"aco2";"lepr";"gkn2";"s1pr1";"pde6b";"aqp4";"slc18a1";"clcnka";"ptger2";"itgb1";"pxn";"col15a1";"scn2b";"adm";"vim";"dhcr7";"slc25a47";"cd69";"isl1";"col4a1";"qsox1";"prkcb";"krt7";"gal";"tbx3";"baiap3";"tnfaip2";"ywhaz";"tlr2";"tbrg1";"col4a3";"muc3";"epha7";"gfi1b";"slc1a3";"cd7";"ahnak2";"onecut2";"tspan8";"tacstd2";"bdkrb1";"vegfa";"kdm3a";"scn7a";"ptger4";"abcd3";"aldh1a1";"rimbp2";"sprr1b";"btg1";"pde6b";"ntrk1";"uroc1";"ppard";"trpv5";"neurog1";"amy2b";"smo";"arvcf";"lmx1a";"aqp4";"retnlb";"rnf152";"ctnnb1";"igf1";"per3";"kcnab1";"tlr3";"ptcra";"rabl2";"shank2";"tril";"il5";"acp5";"il33";"angpt1";"cd1c";"cd69";"snx21";"ccdc184";"des";"cd86";"gpr183";"mpo";"ms4a3";"abcc5";"itga4";"actc1";"fut9";"kcnip3";"cd37";"taf7";"hdac11";"il4";"klrf1";"cdh13";"fgd5";"pnmt";"tnfrsf13c";"gimap3";"fabp4";"tnfsf14";"hla-dma";"kif9";"itga4";"trem2";"ca1";"lipc";"cpa1";"phf7";"eno3";"adgrf5";"tff3";"nos1"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"prox1";"neurod6";"hk2";"itgb8";"wfikkn2";"prm2";"tex19.1";"hoxc4";"cd27";"smpd1";"ern1";"gkn1";"styk1";"cacna1f";"cnga3";"stx1a";"rhbg";"cnr2";"cfp";"lamb3";"lamb2";"abhd2";"sprr1a";"epas1";"epdr1";"etv5";"rnase3";"cartpt";"col6a2";"fxyd3";"ahr";"dlx3";"car4";"ttn";"ms4a8";"fabp5";"kcnn4";"tlr4";"tmem130";"cldn18";"guca2a";"epha3";"atoh1";"slc1a2";"adgrg1";"hspb1";"alpl";"cldn10";"pdzk1ip1";"cdcp1";"acta2";"slc30a2";"nefh";"itga4";"soat1";"pemt";"pax6";"gjb3";"cldn4";"matk";"art3";"tfrc";"clec4f";"snx10";"nkx6-1";"cpa2";"stat1";"rgs5";"nkx2-2";"rlbp1";"ang4";"syne1";"ilk";"insl3";"pla2r1";"pkhd1l1";"parp12";"ern1";"myo16";"cacna2d2";"agt";"il6";"ikzf1";"maged1";"vegfa";"cd22";"cd79a";"fstl5";"nkain3";"fas";"ccr2";"vav1";"ccl6";"hdc";"cnrip1";"gypb";"ankrd1";"khk";"pcgf2";"cd40";"gata2";"tyro3";"itga7";"gnly";"sema3g";"fas";"acta1";"pdcd1";"cxcr6";"tnfrsf9";"lrrc32";"hla-dqb1";"ccpg1os";"itga2";"fabp4";"cps1";"vdr";"cma1";"creb5";"cd209a";"abcb1a";"slc1a1";"pvalb"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"grm4";"smad3";"spn";"lrrc32";"slc23a2";"igf2";"tfrc";"znf521";"cd28";"ogdh";"sftpa1";"cldn18";"tcf7";"gng13";"tlr4";"npy";"dmrt2";"krt7";"eng";"lamc2";"myh11";"spock1";"scn7a";"gfra1";"avpi1";"nnat";"rnase2";"thsd7a";"mgp";"sec23b";"gpnmb";"gcm1";"ear2";"musk";"casr";"gjb2";"dab1";"cdh11";"pomc";"ager";"phgr1";"yy2";"cd24a";"s100b";"ccl5";"pax3";"hnf1b";"slpi";"l1cam";"vcam1";"myb";"padi2";"gcnt2";"eya4";"etv5";"chga";"gip";"irf3";"anxa1";"spon2";"bcas1";"lhx1os";"adgre1";"ctsk";"neurog2";"cpa1";"mmp13";"cox4i2";"nkx6-1";"dkk3";"gpx2";"sebox";"pkp3";"nr5a2";"trip4";"sulf1";"p2rx7";"etv6";"odf3b";"nkain4";"gpr37l1";"il10";"sp100";"pard6g";"zic1";"cd27";"cd79b";"lix1";"lhfpl5";"faslg";"tnfrsf14";"slc2a5";"cd24";"gata2";"ebf3";"ahsp";"obscn";"slc4a4";"nanog";"cd74";"gpr171";"s1pr5";"lama2";"nkg7";"thsd7a";"itgb4";"cd36";"ighd";"il7r";"tbx1";"ltbr";"clec10a";"clstn2";"krt3";"s100a8";"dpp4";"asgr1";"hnmt";"cetn4";"abi3";"abcg2";"cxcl1";"pax2"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"pitx3";"esrp1";"folr1";"slc26a11";"tnp1";"tpbpa";"sult1e1";"bcl6";"sec23b";"carm1";"krt20";"slamf7";"aanat";"p2ry12";"ntrk1";"p2ry14";"srd5a2";"kit";"grwd1";"tpm1";"negr1";"fndc3c1";"gfra2";"gamt";"cspg5";"il5";"aqp3";"col3a1";"ceacam1";"epcam";"ascl2";"tlr2";"flnc";"bche";"mfge8";"ccm2";"calb2";"gmppa";"hopx";"muc13";"slc1a1";"asic5";"vim";"trdc";"trpm1";"alb";"serpina5";"cldn4";"myod1";"des";"cldn1";"zdhhc2";"xylb";"cd36";"depp1";"glp1r";"lamc2";"hmga1";"mkl2";"npy";"tsc22d2";"il1b";"oscar";"mapk7";"cela3b";"vegfa";"cyp4b1";"pax4";"vsx2";"lgals2";"hspa12a";"itga3";"lhcgr";"amotl2";"dusp5";"inafm2";"map3k8";"plxnb2";"cntnap2";"slc4a4";"il13";"dgka";"cd44";"foxc1";"cd37";"cr2";"rgs3";"srrm3";"tf";"ada2";"il21r";"ceacam1";"ccl3";"fut9";"hbm";"pde4dip";"glyat";"gal";"cxcr4";"angpt1";"aspa";"lamb1";"il32";"mafb";"emilin1";"rbm20";"ighm";"satb1";"tmem26";"pf4";"hla-drb1";"meig1";"krt16";"wfdc17";"slc2a5";"arg1";"tpsab1";"slfnl1";"treml4";"podxl";"cxcr5";"sst"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"chmp1a";"osr2";"krt23";"ebf2";"cidea";"cdc42bpb";"cyp2b10";"lgals4";"zfp683";"crem";"p2rx7";"p2ry1";"ap1s3";"ffar2";"lmo2";"sphk1";"tpm2";"dusp26";"mest";"gap43";"prlr";"olig1";"prg2";"entpd2";"sparc";"golph3";"cd80";"cgb3";"gpnmb";"fgfr4";"gabrb3";"cyba";"map2";"des";"trim30b";"aqp5";"fcgbp";"notch3";"klf3";"fabp7";"stmn1";"ctns";"agr2";"pigr";"tbck";"sox8";"fap";"abcg2";"parm1";"elovl2";"lpcat1";"smim24";"pyy";"sirt7";"stc2";"tlr9";"aspa";"larp1b";"slc40a1";"slc2a1";"prokr2";"pnlip";"matn1";"parvb";"iapp";"col1a1";"spink4";"cntnap2";"mt1l";"mlana";"lats2";"mir22hg";"isg15";"fam129c";"tekt1";"th";"ntsr2";"ccr8";"il7r";"nlrp3";"postn";"cd69";"cxcr5";"cyth3";"galnt9";"wt1";"mgmt";"il10ra";"fcgr1a";"cd33";"pabpn1";"fech";"lmo7";"fbp1";"pitx2";"gzmb";"procr";"ephb1";"ldb1";"gzmh";"enpep";"mical2";"vldlr";"rasgrp3";"lef1";"tcf21";"gp5";"hla-dpa1";"endod1";"scnn1a";"cpm";"alpi";"afp";"ptgds";"cox7b2";"ly6i";"nostrin";"aim2";"tacr1"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"nrg4";"ezr";"pip4k2c";"rab3d";"akr1b10";"cxcr4";"pde10a";"slc1a3";"slc12a2";"insrr";"ffar3";"gata1";"smim3";"tpm4";"arhgdig";"igfbp5";"mmp9";"tmem86a";"pcdh15";"prg3";"ptgfr";"col1a1";"ggh";"ptprc";"inhba";"mrc1";"stk40";"unc5b";"tmprss2";"calb1";"mmrn2";"gnb3";"emp2";"clca1";"notch1";"klf6";"ttc21b";"hmgb2";"enpp1";"muc3";"cldn1";"tmem229a";"spry1";"slc8a1";"pip";"ahnak2";"aff3";"napsa";"f10";"glp2r";"ripk4";"areg";"kif5b";"lgi4";"clcnkb";"g6pd";"dcstamp";"pou6f2";"ctrb2";"col9a1";"sh3rf2";"pcsk2";"col2a1";"fabp4";"nlk";"srsf4";"rln1";"yap1";"cobll1";"igfbp3";"spib";"chek2";"cerk";"slc6a11";"cxcr4";"itgb7";"alpl";"cox4i2";"cd72";"eaf2";"tshz1";"mtus2";"aard";"cd14";"ptafr";"crp";"cd44";"gnl3l";"epor";"myh6";"slc22a6";"bcl3";"tnfrsf17";"nfe2";"hepacam";"ldb3";"fgfbp2";"clic5";"nkx2-3";"alpk3";"hla-dra";"itk";"adipoq";"f13a1";"hla-dpb1";"ttc9";"krt15";"chit1";"fabp2";"alb";"cfp";"kif2b";"pip4k2a";"mfsd2a";"matn2";"vip"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"sftpd";"il33";"cd44";"pmepa1";"il17a";"chga";"jag1";"muc1";"tal1";"krt5";"myl9";"cck";"rgcc";"il6st";"cited4";"aldoc";"cpa3";"chn2";"timp3";"galnt5";"tlr2";"mlana";"lyz1";"cxcl1";"edn3";"ahr";"adrb2";"cd248";"hepacam2";"vegfa";"zg16";"lhx6";"drd3";"hepacam";"tyms";"sox9";"tff3";"lgals4";"gstt1";"cxcl1";"reln";"krt5";"phf24";"corin";"cbr2";"scgn";"gast";"rel";"tnfsf10";"gata1";"bag3";"gbas";"fcna";"egfl7";"itga6";"pla2g1b";"col10a1";"hey2";"g6pc2";"col3a1";"cfd";"ntng1";"rab38";"rln2";"lrp5";"st3gal1";"ifit1";"gzmb";"crocc";"cd3g";"hspa2";"ccr3";"nkg7";"tnfsf11";"lhfp";"cd79a";"fcer2";"stxbp5";"iglon5";"cst12";"cd33";"lag3";"lcn2";"cdh1";"nudt2";"kit";"nexn";"slc22a12";"sall4";"tnfrsf13b";"nkx2-3";"sox8";"mstn";"gzmm";"rab3b";"stxbp6";"rbm24";"ltb";"trbc2";"cfd";"thbs1";"dnase1l3";"ppp1r14c";"itga1";"f13a1";"lct";"g6pc";"rab27b";"ccdc30";"cd300e";"acvrl1";"slc36a4";"crhr1"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"plat";"adgrf5";"hrh1";"kmt5a";"mylk";"wnt";"prss12";"rgs7bp";"kcnj11";"dynlt1a";"tnr";"ikzf2";"egr3";"tnfaip6";"galnt6";"tlr4";"serpine1";"marco";"tnfrsf12a";"prg4";"mtf1";"rtn4";"fap";"asb4";"krt7";"tpsg1";"nes";"nradd";"zeb2";"kiaa0101";"bnc2";"tff1";"perp";"gprc5b";"hmox1";"syp";"prlr";"kcnab2";"myo1a";"abca3";"slc30a8";"nts";"il13ra1";"serpina1";"fli1";"rxrg";"klhl3";"timd4";"slc39a14";"efna2";"prss2";"igf2";"nkain4";"slc30a8";"col4a2";"adipoq";"gls";"alkbh7";"rln3";"mib1";"fbxo33";"ifi44";"cxcr4";"nme9";"kcna2";"slc16a2";"ccr7";"cd28";"ccl11";"higd1b";"cd79b";"fcgr2b";"atf5";"dctn1";"defb19";"itgam";"il6ra";"defa1";"htr1b";"slc25a46";"bpgm";"actg2";"slc47a1";"dppa5a";"fcgr2b";"hhex";"fasn";"myh1";"ctsw";"dpp4";"synpo";"fabp4";"hla-dqa1";"ptprcap";"acvr1c";"abcc4";"clec9a";"retreg1";"krt2";"h2-dma";"si";"otc";"atp8b5";"lrrc57";"serpinb10";"aqp1";"prph";"pacsin1"
